LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate,DTI,LTI,AgeGroup,TimeToDefaultMonths,OriginationMonth,GDP_Growth,Unemployment_Rate,Inflation_Rate,GDP_Growth_3MAvg,Unemployment_3MAvg,Inflation_3MAvg,PD,LGD,EAD,ECL,CreditScoreBand,IFRS9_Stage,LoanAgeMonths
L03413,29,133174,36374,13.64,48,316,2023-12-16,0,,0.2731313920134561,0.2731313920134561,20s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.04,0.3,35019.21,420.06,Poor,Stage 2,17
L03414,42,79938,8149,11.9,36,478,2023-10-30,0,,0.1019415046661162,0.1019415046661162,40s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.15,0.327,7837.63,384.67,Poor,Stage 2,18
L03415,46,141465,46809,14.29,60,324,2024-03-23,0,,0.3308874986745838,0.3308874986745838,40s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.25,0.301,46376.95,3485.74,Poor,Stage 2,14
L03416,58,121477,20857,5.16,48,502,2023-06-19,1,2025-03-02,0.1716950533845913,0.1716950533845913,50s,21.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.72,0.293,22247.48,4695.2,Poor,Stage 3,23
L03417,34,87948,6182,15.08,24,768,2022-10-24,1,2024-04-11,0.0702915359075817,0.0702915359075817,30s,18.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.62,0.338,6271.35,1314.97,Very Good,Stage 3,31
L03418,58,125217,38495,13.05,60,549,2023-02-17,0,,0.3074263079294345,0.3074263079294345,50s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.15,0.281,39087.93,1645.54,Poor,Stage 2,27
L03419,56,94314,27776,5.9,24,845,2024-02-09,0,,0.2945055877176241,0.2945055877176241,50s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.08,0.308,27209.18,669.94,Excellent,Stage 2,15
L03420,57,88447,15091,7.24,24,843,2023-12-27,0,,0.170621954390765,0.170621954390765,50s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.22,0.368,15532.17,1256.52,Excellent,Stage 2,16
L03421,62,67136,44066,13.43,12,786,2023-07-19,0,,0.6563691611058151,0.6563691611058151,60s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.16,0.297,44679.91,2123.53,Very Good,Stage 2,22
L03422,40,118470,13902,6.28,48,680,2023-12-16,0,,0.1173461635857179,0.1173461635857179,30s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.35,0.328,13718.33,1577.14,Good,Stage 2,17
L03423,68,65798,5774,10.17,12,514,2023-07-22,0,,0.0877534271558406,0.0877534271558406,60s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.07,0.313,5611.89,122.9,Poor,Stage 2,22
L03424,39,57232,33063,6.71,24,768,2024-04-10,1,2024-11-22,0.5777012859938496,0.5777012859938496,30s,8.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.73,0.241,32605.07,5728.92,Very Good,Stage 3,13
L03425,46,33746,7094,12.32,60,335,2023-07-21,0,,0.2102175072601197,0.2102175072601197,40s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.21,0.272,7109.17,406.01,Poor,Stage 2,22
L03426,56,39779,32000,17.76,36,520,2024-03-18,0,,0.804444556172855,0.804444556172855,50s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.06,0.234,32372.47,455.3,Poor,Stage 2,14
L03427,63,98819,28597,13.9,12,705,2023-03-19,0,,0.2893876683633714,0.2893876683633714,60s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.14,0.379,28227.12,1496.02,Good,Stage 2,26
L03428,46,134147,11299,5.43,36,746,2023-10-25,0,,0.084228495605567,0.084228495605567,40s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.23,0.339,11622.67,905.88,Very Good,Stage 2,19
L03429,68,84577,13191,11.6,12,803,2022-11-22,1,2023-01-29,0.1559643874812301,0.1559643874812301,60s,2.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.22,0.2,13829.46,609.7,Excellent,Stage 2,30
L03430,63,112480,46726,14.52,48,746,2022-09-21,0,,0.4154160739687055,0.4154160739687055,60s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.29,0.36,46346.53,4837.1,Very Good,Stage 2,32
L03431,37,91494,17705,14.5,36,757,2023-05-23,0,,0.1935099569370669,0.1935099569370669,30s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.13,0.336,18379.51,802.01,Very Good,Stage 2,24
L03432,22,86224,28365,11.09,12,462,2023-12-13,0,,0.3289687326034515,0.3289687326034515,20s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.28,0.308,27564.18,2374.86,Poor,Stage 2,17
L03433,44,143229,13909,4.81,24,626,2023-04-14,1,2024-03-21,0.0971102220918948,0.0971102220918948,40s,11.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.81,0.35,13671.47,3878.91,Fair,Stage 3,25
L03434,58,91622,15731,7.65,60,823,2023-08-21,0,,0.1716945711728624,0.1716945711728624,50s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.09,0.289,15345.71,399.61,Excellent,Stage 2,21
L03435,38,97869,8290,9.46,24,652,2023-10-03,0,,0.0847050649337379,0.0847050649337379,30s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.06,0.36,7950.71,171.91,Fair,Stage 2,19
L03436,36,68437,26586,4.79,48,734,2024-05-16,1,2027-03-31,0.3884740710434414,0.3884740710434414,30s,35.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.77,0.284,25942.46,5668.4,Good,Stage 3,12
L03437,46,142660,29013,4.35,48,365,2023-09-05,0,,0.2033716528809757,0.2033716528809757,40s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.11,0.245,28630.21,771.7,Poor,Stage 2,20
L03438,38,70649,13923,11.37,12,789,2023-04-13,1,2023-05-03,0.1970728531189401,0.1970728531189401,30s,1.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.69,0.198,14331.45,1954.16,Very Good,Stage 3,25
L03439,24,27691,49538,13.41,24,628,2023-07-06,0,,1.7889567007330902,1.7889567007330902,20s,0.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.12,0.294,50000.76,1762.99,Fair,Stage 2,22
L03440,26,23086,47073,8.33,36,588,2023-04-18,0,,2.039027982326952,2.039027982326952,20s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.16,0.247,45350.53,1788.71,Fair,Stage 2,25
L03441,50,31924,41655,4.64,12,473,2023-08-19,0,,1.304817692018544,1.304817692018544,40s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.03,0.288,40823.04,352.3,Poor,Stage 2,21
L03442,60,121002,47334,16.54,12,376,2023-11-26,0,,0.3911836167997223,0.3911836167997223,50s,0.0,2023-11-01,1.7402557425219578,6.967381840997457,2.685016707073905,1.6118317078309,5.466521384637438,2.606730523216602,0.05,0.361,49393.56,891.33,Poor,Stage 2,17
L03443,37,56389,6352,8.51,24,824,2024-03-30,0,,0.1126460834559932,0.1126460834559932,30s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.14,0.32,6114.74,274.23,Excellent,Stage 2,13
L03444,31,127276,26136,11.08,60,300,2023-12-15,0,,0.205349005311292,0.205349005311292,30s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.23,0.257,25884.21,1532.59,,Stage 2,17
L03445,56,101919,13366,7.61,48,509,2022-11-05,1,2025-05-03,0.1311433589419048,0.1311433589419048,50s,30.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.74,0.303,13861.49,3107.7,Poor,Stage 3,30
L03446,56,99688,23781,7.77,36,556,2022-06-29,0,,0.2385542893828745,0.2385542893828745,50s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.05,0.282,23561.54,332.59,Poor,Stage 2,35
L03447,29,92708,6185,15.28,48,504,2023-09-21,0,,0.0667148466151788,0.0667148466151788,20s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.1,0.295,6225.57,183.68,Poor,Stage 2,20
L03448,30,142537,20467,13.56,12,671,2023-01-12,0,,0.1435907869535629,0.1435907869535629,20s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.11,0.291,20527.03,657.71,Good,Stage 2,28
L03449,30,36585,33297,13.7,60,419,2023-12-01,0,,0.9101271012710128,0.9101271012710128,20s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.04,0.213,33150.18,282.08,Poor,Stage 2,17
L03450,35,132315,27763,16.01,12,830,2024-01-08,0,,0.2098250387333257,0.2098250387333257,30s,0.0,2024-01-01,2.2579784143704336,5.323742143291377,2.26396814147374,1.964303541078592,6.45362652850156,2.2956399972246384,0.09,0.266,26815.03,641.67,Excellent,Stage 2,16
L03451,58,80896,49209,12.54,60,399,2023-01-13,0,,0.6082995450949367,0.6082995450949367,50s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.14,0.357,49874.66,2492.68,Poor,Stage 2,28
L03452,63,147945,4552,13.45,24,451,2023-01-05,0,,0.0307681908817465,0.0307681908817465,60s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.04,0.412,4466.65,73.54,Poor,Stage 2,28
L03453,50,48994,30186,4.61,48,659,2022-11-14,0,,0.6161162591337714,0.6161162591337714,40s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.12,0.276,30287.82,1001.86,Fair,Stage 2,30
L03454,64,121837,12610,16.25,12,570,2023-09-11,0,,0.103498937104492,0.103498937104492,60s,0.0,2023-09-01,1.1591001010794146,4.230644229196696,2.9397958517909712,2.114432919187339,4.96997050653583,2.5842995703130565,0.07,0.269,12356.01,232.81,Poor,Stage 2,20
L03455,66,38459,49598,11.94,60,381,2023-03-17,0,,1.2896331157856418,1.2896331157856418,60s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.11,0.37,49550.71,2015.39,Poor,Stage 2,26
L03456,24,64854,13690,12.1,60,734,2023-04-04,0,,0.2110895241619638,0.2110895241619638,20s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.37,0.268,14118.1,1401.53,Good,Stage 2,25
L03457,26,95993,45802,14.14,12,648,2022-10-06,0,,0.4771389580490244,0.4771389580490244,20s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.08,0.31,45191.84,1120.73,Fair,Stage 2,31
L03458,46,131663,16146,17.53,48,486,2023-12-20,0,,0.1226312631491003,0.1226312631491003,40s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.08,0.289,15545.14,359.72,Poor,Stage 2,17
L03459,43,83828,24831,6.32,24,324,2022-11-15,1,2024-02-28,0.2962136756215107,0.2962136756215107,40s,16.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.72,0.41,26454.7,7818.91,Poor,Stage 3,30
L03460,49,25051,13068,5.72,24,569,2023-04-13,0,,0.5216558221228693,0.5216558221228693,40s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.11,0.261,12956.66,371.74,Poor,Stage 2,25
L03461,36,90417,44182,14.0,36,831,2024-03-02,0,,0.4886470464625015,0.4886470464625015,30s,0.0,2024-03-01,2.717037698935256,6.6309184348097325,2.057574098064692,2.373906256198936,5.360597561089043,2.221815312843654,0.07,0.29,45665.85,925.48,Excellent,Stage 2,14
L03462,65,123427,6550,12.29,36,466,2023-02-25,0,,0.0530678052614095,0.0530678052614095,60s,0.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.05,0.35,6510.97,114.06,Poor,Stage 2,27
L03463,56,128305,26726,10.87,36,526,2023-01-22,0,,0.2083005338841042,0.2083005338841042,50s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.17,0.225,26223.07,1001.9,Poor,Stage 2,28
L03464,35,52174,33405,16.94,48,492,2023-03-14,0,,0.6402614328976118,0.6402614328976118,30s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.14,0.256,32676.94,1168.96,Poor,Stage 2,26
L03465,44,77940,3620,15.7,36,370,2023-05-01,0,,0.0464459840903258,0.0464459840903258,40s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.15,0.346,3723.87,193.42,Poor,Stage 2,24
L03466,33,73685,37693,17.18,36,411,2022-09-04,0,,0.5115423763316822,0.5115423763316822,30s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.08,0.248,38768.62,769.16,Poor,Stage 2,32
L03467,51,32003,44444,12.88,48,545,2022-10-09,1,2023-09-28,1.3887448051745148,1.3887448051745148,50s,12.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.1,0.33,42871.6,1412.69,Poor,Stage 2,31
L03468,62,58557,19310,9.36,36,641,2022-08-31,1,2024-01-14,0.329764161415373,0.329764161415373,60s,17.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.62,0.454,20034.69,5640.44,Fair,Stage 3,33
L03469,62,64280,11951,11.65,24,831,2023-05-10,0,,0.1859209707529558,0.1859209707529558,60s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.15,0.319,11809.85,565.49,Excellent,Stage 2,24
L03470,62,129912,36366,10.87,12,539,2022-07-06,0,,0.2799279512285239,0.2799279512285239,60s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.03,0.285,35944.4,306.81,Poor,Stage 2,34
L03471,47,116696,5025,17.49,24,432,2022-11-15,0,,0.0430606019058065,0.0430606019058065,40s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.24,0.286,4954.62,339.87,Poor,Stage 2,30
L03472,62,53159,13935,11.47,24,807,2024-04-27,0,,0.2621381139600067,0.2621381139600067,60s,0.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.09,0.301,14706.15,398.54,Excellent,Stage 2,12
L03473,55,76268,28994,5.46,60,405,2023-08-12,0,,0.3801594377720669,0.3801594377720669,50s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.08,0.264,28731.37,606.48,Poor,Stage 2,21
L03474,58,51232,47273,11.33,12,787,2024-02-18,0,,0.922724078700812,0.922724078700812,50s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.25,0.321,47746.53,3837.48,Very Good,Stage 2,15
L03475,34,117153,20468,8.54,24,593,2023-05-24,0,,0.1747117017916741,0.1747117017916741,30s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.33,0.303,21531.19,2153.19,Fair,Stage 2,24
L03476,62,71845,42976,5.48,12,596,2023-12-11,1,2024-09-08,0.5981766302456678,0.5981766302456678,60s,9.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.06,0.195,44652.16,522.95,Fair,Stage 2,17
L03477,66,93338,25101,15.61,24,437,2023-06-05,0,,0.2689258394223145,0.2689258394223145,60s,0.0,2023-06-01,1.6866116662931072,5.292361429215716,2.7522617229098687,1.970851792373928,5.546148941512129,2.757910161032392,0.15,0.373,24906.64,1395.04,Poor,Stage 2,23
L03478,69,56288,4249,15.88,48,326,2022-08-11,0,,0.0754867822626492,0.0754867822626492,60s,0.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.22,0.321,4193.16,296.25,Poor,Stage 2,33
L03479,26,22014,7944,12.96,48,743,2022-10-17,0,,0.3608612701008449,0.3608612701008449,20s,0.0,2022-10-01,2.6306927290414364,6.4088103741296365,2.599819147327161,2.049337569661418,6.388047865137168,2.413916357481154,0.17,0.295,7660.73,384.43,Very Good,Stage 2,31
L03480,41,77498,6240,11.31,36,846,2023-02-03,1,2023-10-20,0.0805182069214689,0.0805182069214689,40s,9.0,2023-02-01,2.395625964836375,5.4348975897018175,2.441587329929464,2.195429606838536,5.709865222129474,2.584092472343392,0.8,0.416,5922.52,1968.87,Excellent,Stage 3,27
L03481,55,148236,45898,13.87,48,421,2023-03-16,0,,0.3096278906608381,0.3096278906608381,50s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.1,0.373,47601.07,1777.82,Poor,Stage 2,26
L03482,26,107519,15437,17.49,12,789,2023-04-28,0,,0.1435746240199406,0.1435746240199406,20s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.05,0.316,15418.73,243.82,Very Good,Stage 2,25
L03483,37,71750,28420,6.63,60,501,2023-12-16,0,,0.3960975609756098,0.3960975609756098,30s,0.0,2023-12-01,1.894676466343383,7.069755601215846,1.9379351431262704,1.8570238295855563,6.412891841977154,2.272776953661701,0.11,0.256,27952.3,787.25,Poor,Stage 2,17
L03484,58,76919,4835,4.67,36,677,2022-12-13,0,,0.062858331491569,0.062858331491569,50s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.32,0.299,4884.38,466.9,Good,Stage 2,29
L03485,65,29179,31904,13.76,24,708,2023-05-11,0,,1.093389081188526,1.093389081188526,60s,0.0,2023-05-01,1.9134642250612213,4.921429141968128,2.536535433577892,1.9909266177032352,6.2400099885139495,2.8167784913630864,0.11,0.327,31792.12,1143.82,Good,Stage 2,24
L03486,65,31766,34090,6.1,48,542,2022-07-27,0,,1.073159982371089,1.073159982371089,60s,0.0,2022-07-01,4.073947525166922,4.801062819433707,1.8246969232435752,2.4842263194193843,5.551075369500374,2.3953731308672186,0.08,0.25,34118.25,681.24,Poor,Stage 2,34
L03487,61,33784,5423,14.27,36,719,2022-09-20,0,,0.1605197726734548,0.1605197726734548,60s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.07,0.332,5088.55,118.42,Good,Stage 2,32
L03488,22,83440,45525,10.85,48,526,2023-04-20,0,,0.5456016299137104,0.5456016299137104,20s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.07,0.347,46192.12,1122.26,Poor,Stage 2,25
L03489,56,111189,21016,6.0,36,303,2022-08-03,1,2023-04-20,0.1890115029364415,0.1890115029364415,50s,9.0,2022-08-01,1.5884499952760007,6.694642118148653,2.071038927995376,2.5550033703400445,5.676320311620862,2.2290679117675807,0.67,0.132,20651.66,1829.96,Poor,Stage 3,33
L03490,67,118906,10256,16.64,12,800,2022-11-02,0,,0.0862530065766235,0.0862530065766235,60s,0.0,2022-11-01,2.886562168284985,6.436722334884672,2.239832317477644,2.48204162733108,6.3020746040491735,2.4701808206419096,0.19,0.266,10297.55,519.71,Very Good,Stage 2,30
L03491,45,26714,44144,16.05,12,479,2022-06-03,0,,1.6524668713034365,1.6524668713034365,40s,0.0,2022-06-01,2.002612590577211,5.533255997280228,2.7914678840637914,1.720401525688848,6.070943201332469,2.63804158965663,0.08,0.297,42975.62,1020.65,Poor,Stage 2,36
L03492,57,113052,43912,4.43,24,376,2022-12-31,0,,0.388423026571843,0.388423026571843,50s,0.0,2022-12-01,1.708355198702862,3.973186911024205,2.6071833741290216,2.408536698676428,5.606239873346172,2.482278279644609,0.05,0.287,44536.96,638.45,Poor,Stage 2,28
L03493,41,103521,25151,11.16,36,565,2023-04-26,0,,0.2429555355918123,0.2429555355918123,40s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.08,0.277,25739.92,569.99,Poor,Stage 2,25
L03494,63,91016,12443,4.35,60,470,2022-09-13,0,,0.136712226421728,0.136712226421728,60s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.11,0.284,12102.49,378.32,Poor,Stage 2,32
L03495,38,142617,29930,13.01,12,333,2024-05-05,0,,0.2098627793320572,0.2098627793320572,30s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.12,0.213,31037.5,792.69,Poor,Stage 2,12
L03496,22,37801,32846,10.56,24,683,2024-02-05,0,,0.8689188116716489,0.8689188116716489,20s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.05,0.231,32786.29,378.33,Good,Stage 2,15
L03497,38,37421,15491,12.6,36,843,2023-01-22,0,,0.4139654204858234,0.4139654204858234,30s,0.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.04,0.313,16425.36,205.89,Excellent,Stage 2,28
L03498,54,29825,9287,4.4,24,681,2023-10-13,0,,0.3113830678960603,0.3113830678960603,50s,0.0,2023-10-01,1.9361392798913275,5.201538083718159,2.1953790107849285,1.8066350953327208,4.933524106262756,2.652395419426751,0.19,0.34,9595.76,619.42,Good,Stage 2,19
L03499,24,103114,44535,5.18,12,573,2023-01-21,1,2023-11-22,0.4319006148534631,0.4319006148534631,20s,10.0,2023-01-01,2.4823076569763702,7.721511165662398,2.7035067129716897,2.3590750079880727,6.043806803857092,2.5168408015261186,0.76,0.466,43070.13,15243.95,Poor,Stage 3,28
L03500,31,124554,37451,14.21,24,729,2024-02-02,0,,0.3006808291985805,0.3006808291985805,30s,0.0,2024-02-01,2.146702655291118,4.127132105166019,2.34390369899253,2.0997858453349783,5.506876616557747,2.1819356611975134,0.13,0.172,37382.6,835.39,Good,Stage 2,15
L03501,54,48401,43431,5.76,36,731,2023-08-19,0,,0.8973161711534886,0.8973161711534886,50s,0.0,2023-08-01,2.32466590502742,5.368390005873416,2.822011395704353,2.290270107591903,5.323876239875504,2.521788194019356,0.03,0.311,43314.36,403.98,Good,Stage 2,21
L03502,47,115637,14253,13.56,48,621,2022-09-22,0,,0.1232563971739149,0.1232563971739149,40s,0.0,2022-09-01,1.9288699846668167,6.060691103133213,2.570890997120925,2.5304225017032462,5.8521320135718575,2.1555422827866253,0.09,0.287,14624.42,377.55,Fair,Stage 2,32
L03503,21,49564,19653,6.89,60,399,2023-07-05,1,2026-11-05,0.3965176337664434,0.3965176337664434,20s,41.0,2023-07-01,2.8595327514551823,5.310877284537378,1.991091463443845,2.153202880936504,5.174889285240408,2.426629539977202,0.78,0.249,19121.2,3709.16,Poor,Stage 3,22
L03504,25,146272,7533,12.52,12,759,2023-03-22,0,,0.0514999453073725,0.0514999453073725,20s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.06,0.365,7456.39,163.34,Very Good,Stage 2,26
L03505,36,70535,33125,14.38,36,845,2024-05-06,0,,0.4696250088608492,0.4696250088608492,30s,0.0,2024-05-01,1.3930510644373455,4.999306485684271,2.408811511663381,2.240337984797757,5.51716228270183,2.29832950569295,0.18,0.272,33135.9,1624.21,Excellent,Stage 2,12
L03506,55,37864,29321,10.38,36,495,2024-04-06,1,2024-09-26,0.774376716670188,0.774376716670188,50s,6.0,2024-04-01,2.610925191020669,4.921261927611488,2.4286029073507773,2.4915551817490145,5.226437489195747,2.276693568136,0.73,0.238,30867.58,5352.87,Poor,Stage 3,13
L03507,53,140159,21069,8.99,24,362,2023-04-03,0,,0.1503221341476466,0.1503221341476466,50s,0.0,2023-04-01,2.312479485767456,6.424656253352545,2.984933326609414,2.1516471976282863,6.411166137758511,2.7851291234802766,0.24,0.262,21647.62,1361.86,Poor,Stage 2,25
L03508,51,40572,7100,15.24,12,745,2023-03-12,0,,0.1749975352459824,0.1749975352459824,50s,0.0,2023-03-01,1.7468361422810283,7.373944570221173,2.9288667139019533,2.208256588031258,6.843451108528463,2.6913202522677024,0.08,0.315,7002.89,176.65,Very Good,Stage 2,26
