LoanID,CustomerAge,Income,LoanAmount,InterestRate,TermMonths,CreditScore,OriginationDate,Defaulted,DefaultDate
L03733,44,90477,29372,9.72,12,792,2024-03-18,0,
L03734,66,74211,43696,7.22,36,568,2023-02-28,0,
L03735,56,60849,17550,5.61,12,396,2023-12-19,0,
L03736,56,98160,27934,9.02,36,659,2022-10-19,0,
L03737,60,85164,42449,16.88,36,721,2023-04-28,0,
L03738,42,35352,6147,16.05,12,685,2023-04-15,0,
L03739,23,66556,49775,7.54,12,559,2023-12-02,1,2024-06-11
L03740,69,137943,23432,7.19,36,805,2023-01-01,0,
L03741,30,36860,8283,7.32,24,611,2024-03-27,0,
L03742,34,109944,20645,5.26,48,798,2023-01-28,0,
L03743,32,63346,28106,4.87,24,360,2023-12-14,1,2023-12-14
L03744,62,126500,11267,4.63,12,772,2023-12-11,0,
L03745,64,102757,28178,12.1,60,757,2024-04-03,0,
L03746,40,34052,33370,9.87,12,627,2023-06-15,0,
L03747,51,27038,11048,5.67,36,549,2024-02-10,0,
L03748,26,65471,5779,14.86,60,450,2022-09-04,0,
L03749,48,90871,12530,7.6,60,634,2024-01-19,0,
L03750,53,88398,28185,16.93,48,456,2022-10-16,0,
L03751,67,58217,25066,4.8,12,728,2022-08-10,1,2023-01-29
L03752,31,83477,38489,8.72,48,481,2023-03-10,1,2025-03-08
L03753,41,102176,7025,5.67,24,568,2023-01-13,1,2023-09-04
L03754,43,58036,47549,7.86,60,308,2022-06-09,0,
L03755,31,35987,23810,5.61,48,506,2023-10-09,0,
L03756,37,82232,45864,7.69,24,788,2023-08-29,1,2024-02-06
L03757,43,122078,42214,10.85,12,661,2024-03-31,0,
L03758,54,63026,26501,15.77,12,428,2023-02-24,0,
L03759,44,39374,19605,16.31,36,715,2023-04-01,0,
L03760,62,66404,38338,12.06,24,537,2022-09-30,0,
L03761,37,148012,19090,5.89,24,509,2022-10-16,0,
L03762,53,109059,13433,13.1,48,356,2023-08-10,0,
L03763,41,39734,6827,17.13,60,750,2022-06-22,0,
L03764,67,73219,5859,4.69,60,463,2022-06-21,1,2025-03-06
L03765,43,121272,44704,9.62,36,391,2023-02-08,0,
L03766,47,38226,46634,6.08,36,380,2023-02-18,0,
L03767,25,104559,24910,6.2,36,564,2024-02-07,0,
L03768,60,65335,25487,5.13,24,836,2022-07-08,0,
L03769,58,73912,30546,4.06,12,752,2024-04-13,0,
L03770,39,62346,8230,12.37,12,822,2024-04-27,0,
L03771,54,71315,33134,14.65,48,531,2023-11-27,0,
L03772,52,48577,22070,10.61,60,844,2023-10-06,0,
L03773,33,46564,36064,12.1,60,569,2023-05-15,0,
L03774,31,58573,48565,15.53,48,352,2024-01-21,0,
L03775,50,65680,9393,17.82,24,481,2022-09-08,0,
L03776,45,122330,48015,7.78,12,382,2024-04-18,1,2024-07-19
L03777,57,130218,27118,16.42,36,722,2023-10-09,0,
L03778,42,131045,17602,13.95,12,615,2024-02-12,1,2024-05-01
L03779,60,47944,12144,12.3,48,321,2023-10-05,0,
L03780,59,94627,7205,13.27,12,364,2023-08-14,0,
L03781,50,76395,32055,17.91,36,659,2023-04-16,0,
L03782,24,140910,38411,4.43,60,744,2023-03-31,0,
L03783,50,143671,25447,13.92,48,479,2023-08-31,0,
L03784,58,32738,45076,11.8,24,693,2022-12-23,0,
L03785,24,137168,46961,16.17,12,339,2023-03-21,0,
L03786,32,26228,5831,6.84,12,390,2022-12-04,1,2023-02-23
L03787,21,74524,25158,9.83,24,569,2023-01-01,0,
L03788,60,83073,26043,12.5,24,749,2023-07-21,1,2024-02-20
L03789,37,57488,4969,7.96,36,618,2023-09-30,0,
L03790,51,41826,11679,9.43,12,415,2023-12-14,1,2024-05-08
L03791,41,120671,47196,17.6,48,547,2023-10-03,0,
L03792,64,117932,22144,11.46,12,656,2023-09-30,0,
L03793,61,56380,15199,12.12,36,666,2022-08-21,0,
L03794,65,98651,24649,12.72,48,445,2022-11-30,0,
L03795,21,43826,39950,6.23,48,614,2023-10-30,0,
L03796,39,50653,17141,7.47,48,561,2023-11-03,0,
L03797,26,43070,16416,5.1,36,737,2022-07-20,0,
L03798,64,60721,39069,9.69,12,580,2023-08-28,0,
L03799,40,71332,6345,12.2,60,844,2022-09-16,0,
L03800,67,94861,8440,10.1,48,627,2024-05-11,0,
L03801,64,129799,33311,17.78,24,846,2023-01-04,0,
L03802,28,64133,47867,15.68,36,500,2023-07-29,0,
L03803,61,149079,14735,8.58,48,365,2022-08-26,0,
L03804,50,28079,25412,16.71,36,785,2024-01-22,0,
L03805,37,124319,17530,8.42,24,465,2022-08-31,0,
L03806,49,86092,29790,14.97,48,396,2023-09-19,0,
L03807,33,71171,32932,6.84,12,435,2022-09-25,1,2023-09-18
L03808,69,63374,42459,13.66,36,513,2023-12-09,0,
L03809,62,72195,42240,9.28,48,473,2022-08-24,0,
L03810,53,116529,15811,5.51,48,812,2022-12-04,0,
L03811,47,69615,8760,6.48,36,695,2023-06-13,1,2024-10-30
L03812,59,27076,17814,10.5,24,652,2023-11-22,0,
L03813,60,33194,22309,12.85,36,674,2023-11-03,0,
L03814,64,40405,17482,5.81,60,751,2022-11-27,0,
L03815,58,34436,19490,4.62,12,590,2023-03-04,0,
L03816,49,34923,4250,11.7,24,349,2023-11-11,1,2023-12-04
L03817,38,65213,36095,13.64,12,376,2023-02-13,0,
L03818,26,31573,46334,5.39,12,406,2022-05-18,0,
L03819,48,145631,47280,5.31,36,832,2022-07-28,0,
L03820,47,26732,43753,9.1,60,464,2022-10-19,0,
L03821,68,89269,42579,8.47,48,559,2022-07-31,0,
L03822,52,54563,16708,8.95,60,742,2024-03-14,0,
L03823,29,46654,9214,14.88,24,301,2022-08-01,0,
L03824,27,110257,21610,8.69,60,503,2023-12-25,0,
L03825,50,30298,38848,17.39,12,466,2022-12-04,0,
L03826,22,145718,4726,5.38,48,459,2023-05-04,0,
L03827,25,44409,11390,17.9,60,707,2022-11-01,0,
L03828,49,68196,6365,7.29,48,459,2023-04-26,0,
L03829,40,127809,13094,16.04,60,832,2022-06-11,0,
L03830,26,122148,39341,14.95,48,628,2023-06-02,0,
L03831,63,39565,30617,14.07,60,501,2024-05-11,0,
L03832,26,104660,15717,10.66,24,334,2023-10-29,0,
L03833,42,106506,12795,4.56,48,560,2023-01-26,1,2024-04-06
L03834,44,124286,36268,16.65,36,306,2024-02-02,0,
L03835,27,97402,48015,14.44,12,717,2023-11-01,0,
L03836,47,137253,11300,5.19,48,365,2023-01-29,0,
L03837,46,39332,44173,14.35,12,626,2023-11-11,0,
L03838,31,93524,43327,9.84,60,803,2024-05-12,0,
L03839,45,60916,49923,8.52,60,840,2024-03-17,0,
L03840,57,35213,30563,7.11,60,796,2022-06-17,0,
L03841,35,133477,12515,5.19,60,383,2024-02-02,0,
L03842,32,74626,12200,14.42,60,444,2023-04-26,0,
L03843,31,120927,34734,6.91,24,414,2023-11-28,0,
L03844,49,62028,40079,10.55,12,714,2022-07-23,0,
L03845,29,21946,24943,15.96,48,600,2023-02-03,0,
L03846,64,57269,14618,10.11,24,325,2023-09-25,0,
L03847,59,25804,22525,13.62,24,494,2022-08-11,0,
L03848,33,87581,28336,5.79,24,339,2023-09-17,1,2024-06-06
L03849,37,126120,35575,4.56,24,697,2022-08-07,0,
L03850,51,149657,40965,15.76,24,727,2023-02-11,0,
L03851,67,23051,38673,7.07,12,684,2023-01-24,0,
L03852,57,88230,6595,11.24,48,721,2022-09-14,0,
L03853,62,29849,26513,14.67,12,478,2023-02-11,1,2023-02-12
L03854,38,97568,47276,11.51,48,667,2023-03-26,0,
L03855,48,115637,49546,7.63,24,522,2023-05-31,0,
L03856,62,55169,44709,9.24,24,302,2023-12-24,0,
L03857,37,134731,24426,11.9,60,398,2022-12-22,0,
L03858,63,36531,5170,12.65,36,429,2022-06-22,0,
L03859,45,77219,38707,16.13,36,844,2022-11-05,1,2024-05-29
L03860,32,128773,44119,17.48,12,485,2023-01-10,0,
L03861,60,27391,12355,7.08,12,650,2023-11-02,0,
L03862,41,111353,48491,9.25,48,576,2023-06-16,1,2026-01-20
L03863,54,125290,35118,11.55,60,413,2022-11-09,1,2023-02-19
L03864,36,45406,37360,12.49,48,614,2022-09-10,0,
L03865,28,122470,9488,17.67,60,599,2023-05-21,0,
L03866,31,110254,14170,11.08,36,344,2023-06-07,1,2024-08-03
L03867,33,124481,18941,11.83,36,432,2023-02-10,0,
L03868,60,53733,10444,6.59,60,834,2024-02-13,0,
L03869,31,134737,28545,13.72,48,831,2023-03-05,0,
L03870,48,89468,29055,7.71,12,795,2023-06-28,1,2023-10-19
L03871,38,126248,29627,7.99,60,589,2022-11-28,1,2026-09-11
L03872,38,55583,36738,12.41,60,692,2022-07-10,0,
L03873,54,57126,19888,11.93,60,646,2022-07-31,0,
L03874,37,66435,6794,13.84,48,344,2022-12-28,0,
L03875,41,115643,34490,4.39,12,336,2022-12-11,1,2023-06-22
L03876,44,115863,21059,16.35,48,587,2023-06-20,0,
L03877,24,121142,14829,11.36,24,541,2023-12-15,0,
L03878,54,66875,43911,13.54,24,712,2024-05-15,0,
L03879,59,121827,30152,9.67,60,377,2022-09-22,0,
L03880,33,27907,6372,11.0,60,733,2022-06-20,0,
L03881,40,120554,41889,14.04,60,583,2023-05-06,1,2027-04-12
L03882,50,68352,32408,8.64,12,639,2022-08-26,0,
L03883,64,98314,41930,7.2,12,441,2022-08-26,1,2023-06-07
L03884,62,136181,15992,10.38,60,672,2022-06-10,0,
L03885,32,149970,47751,17.81,12,547,2022-09-08,0,
L03886,50,59648,15129,11.67,36,487,2023-04-06,0,
L03887,27,95653,24077,15.98,60,698,2023-06-14,0,
L03888,23,101848,47041,11.09,36,366,2023-10-02,0,
L03889,39,124419,41205,12.26,48,406,2023-05-27,1,2027-01-28
L03890,33,22703,14151,14.37,36,351,2023-02-16,1,2023-05-29
L03891,61,35151,13330,15.71,48,403,2022-10-06,0,
L03892,63,52976,3599,8.62,48,775,2023-06-27,1,2027-02-22
L03893,67,69365,8723,13.83,60,376,2023-05-02,0,
L03894,61,79921,43740,15.88,60,764,2022-08-31,0,
L03895,41,71747,27501,10.72,48,351,2023-02-06,0,
L03896,32,75387,28226,6.64,12,443,2022-12-10,0,
L03897,67,58210,28931,5.25,24,733,2023-10-01,0,
L03898,41,148985,17262,12.18,36,665,2023-10-15,0,
L03899,67,57487,43516,10.37,48,695,2024-02-10,0,
L03900,31,137857,43558,7.88,24,584,2023-07-14,0,
L03901,68,89859,29970,17.28,60,641,2023-10-08,0,
L03902,67,25731,24500,4.63,60,754,2023-10-07,0,
L03903,32,104482,6152,5.55,48,307,2022-12-31,0,
L03904,50,127918,29038,15.88,12,442,2024-03-06,0,
L03905,46,142226,22564,14.46,48,335,2023-03-04,0,
L03906,34,123838,26545,15.91,36,345,2023-07-19,0,
L03907,62,110257,7963,16.79,24,302,2022-12-18,0,
L03908,51,61280,27158,8.7,12,545,2023-01-09,0,
L03909,23,129660,45786,15.02,48,638,2023-09-26,0,
L03910,65,107180,18310,6.17,36,779,2023-11-10,1,2024-03-22
L03911,40,34465,13225,4.42,36,556,2023-05-06,1,2025-11-27
L03912,68,37801,27144,6.29,12,318,2024-04-30,0,
L03913,54,140095,17155,13.25,36,433,2023-05-04,1,2023-05-07
L03914,59,62581,6658,13.57,36,512,2023-12-16,0,
L03915,39,57874,40165,5.58,36,806,2022-09-18,0,
L03916,56,114908,17822,10.55,36,522,2023-03-27,1,2025-03-30
L03917,55,149523,10662,11.22,48,626,2023-12-31,1,2026-06-22
L03918,65,138627,49123,11.77,12,429,2022-09-03,0,
L03919,66,76093,36749,15.93,24,780,2024-02-06,0,
L03920,31,146662,23379,15.43,24,660,2023-05-22,0,
L03921,23,50816,15850,13.8,36,320,2023-08-09,0,
L03922,69,126898,36380,6.08,48,776,2022-09-27,1,2024-06-24
L03923,28,145030,46340,15.29,36,758,2022-11-29,1,2023-04-16
L03924,26,84668,30048,5.32,36,617,2023-04-27,1,2025-01-01
L03925,59,34525,29545,10.23,48,745,2023-02-17,0,
L03926,36,97365,5422,14.88,60,778,2023-08-09,0,
L03927,37,44019,46739,4.36,12,382,2023-12-17,1,2024-04-06
L03928,50,22500,12904,5.7,24,599,2024-04-11,1,2024-07-01
L03929,56,143086,9120,7.04,48,328,2024-04-13,0,
L03930,42,107231,42255,14.34,24,577,2024-02-19,0,
L03931,42,103844,25844,12.76,48,636,2023-05-26,0,
L03932,53,72646,33589,15.06,48,367,2024-02-10,0,
L03933,33,33850,42767,10.32,60,800,2023-09-28,1,2027-09-02
L03934,67,85265,4382,6.23,36,612,2022-10-19,1,2024-01-31
L03935,51,62202,4705,10.24,12,427,2023-08-20,0,
L03936,32,137282,15129,10.07,60,365,2023-06-28,0,
L03937,37,47027,8725,5.61,24,445,2023-02-05,1,2023-10-16
L03938,38,118428,45497,7.57,12,697,2022-06-01,0,
L03939,50,114263,37422,15.46,36,530,2022-07-04,0,
L03940,42,125410,28508,4.53,60,832,2022-07-16,0,
L03941,24,75421,48610,9.95,48,745,2024-02-06,0,
L03942,29,39417,15015,17.56,24,747,2023-04-09,0,
L03943,24,82093,49172,10.44,60,837,2023-06-20,0,
L03944,62,22192,48032,16.46,60,430,2024-05-09,0,
L03945,41,148651,35309,16.69,12,300,2022-12-15,0,
L03946,68,108454,7494,7.43,24,694,2023-05-27,0,
L03947,65,53622,38980,9.02,24,349,2023-09-18,1,2024-04-12
L03948,33,139947,26124,4.43,24,330,2023-11-10,0,
L03949,31,58822,3809,10.32,12,748,2022-08-06,1,2022-11-15
L03950,50,20036,35402,17.67,24,333,2022-11-12,0,
L03951,65,130803,14403,9.65,12,660,2022-10-26,1,2023-03-14
L03952,44,67025,47254,12.39,48,598,2022-11-16,0,
L03953,39,102151,34589,9.64,12,666,2023-06-08,0,
L03954,56,46188,48000,5.47,36,315,2024-05-03,0,
L03955,58,130577,8151,12.33,24,488,2023-12-10,0,
L03956,62,124231,36367,6.48,36,560,2023-01-01,0,
L03957,42,94681,45585,10.49,36,533,2023-08-13,0,
L03958,21,58221,37595,13.38,48,334,2024-01-03,0,
L03959,43,39885,47907,10.88,60,765,2023-05-08,0,
L03960,21,36088,34001,10.14,48,490,2022-10-23,1,2025-09-28
L03961,62,25605,42590,10.51,12,801,2022-06-26,0,
L03962,31,76045,11933,13.72,12,389,2022-09-05,0,
L03963,33,43814,38565,17.93,24,518,2022-07-19,0,
L03964,58,77198,35780,8.95,36,524,2022-12-14,0,
L03965,23,142664,14932,9.76,48,483,2022-09-18,0,
L03966,36,111435,10408,14.65,60,829,2024-03-27,0,
L03967,22,24866,11429,5.6,48,783,2023-06-15,1,2026-05-29
L03968,48,120389,29395,16.94,24,591,2022-09-11,0,
L03969,63,117013,27150,7.34,48,499,2023-01-29,0,
L03970,49,94174,40141,11.27,60,698,2022-08-23,0,
L03971,46,71761,22465,15.91,60,358,2023-11-29,0,
L03972,60,41310,30982,6.38,36,600,2024-04-07,1,2027-01-20
L03973,41,109579,40971,17.84,36,659,2023-04-18,0,
L03974,67,26486,42258,7.79,24,395,2023-05-10,0,
L03975,28,144151,48939,7.88,36,701,2022-08-01,1,2024-03-22
L03976,31,46507,13687,5.72,12,720,2024-03-04,0,
L03977,61,133580,43225,17.52,36,562,2024-04-25,0,
L03978,69,46823,8361,4.32,12,464,2024-01-10,0,
L03979,49,30916,12509,7.18,48,595,2022-10-14,0,
L03980,69,31369,22329,4.91,12,422,2023-06-26,1,2023-09-03
L03981,48,57703,3415,8.36,24,626,2023-08-17,0,
L03982,47,26180,49779,14.1,60,834,2023-09-28,0,
L03983,22,62861,15951,4.13,24,835,2023-08-09,0,
L03984,68,92337,37426,5.46,24,416,2024-02-02,0,
L03985,34,51979,48047,8.84,24,424,2023-10-10,1,2023-11-04
L03986,41,54754,39312,4.03,24,730,2023-09-02,0,
L03987,56,149925,24398,4.7,36,464,2023-09-25,0,
L03988,64,51712,22324,17.28,48,702,2024-04-26,0,
L03989,52,56139,44295,5.92,60,729,2022-10-17,0,
L03990,41,142189,5788,8.45,12,834,2024-01-06,1,2024-03-17
L03991,49,106842,45973,17.21,12,552,2023-12-30,0,
L03992,59,143900,45448,7.55,48,710,2023-10-15,1,2024-10-09
L03993,51,69934,34668,10.27,24,519,2023-11-30,0,
L03994,63,134576,19673,7.82,24,654,2022-11-25,0,
L03995,36,110177,5183,8.76,60,646,2023-01-09,0,
L03996,30,22566,45863,17.38,12,536,2023-10-04,1,2024-03-28
L03997,66,99602,43735,14.73,24,761,2022-05-23,0,
L03998,46,137308,3964,11.41,36,401,2024-04-20,1,2026-10-27
L03999,24,109179,37486,6.37,60,662,2023-05-10,1,2024-05-16
L04000,45,39689,10124,8.0,36,719,2023-07-06,0,
L04001,39,130894,6963,13.18,36,615,2022-06-04,0,
L04002,42,75283,23001,9.96,48,695,2023-03-27,0,
L04003,48,35834,14084,9.72,48,390,2022-09-13,0,
L04004,22,49044,16137,14.41,36,597,2023-11-25,0,
L04005,58,118103,34189,5.08,48,427,2024-05-14,0,
L04006,49,83696,15977,15.6,36,656,2023-06-30,0,
L04007,24,138777,4862,17.77,24,766,2022-12-15,1,2023-12-25
L04008,28,65788,31401,12.77,48,318,2023-07-02,0,
L04009,57,53135,25585,16.77,36,401,2024-02-17,0,
L04010,37,41291,35826,13.56,60,711,2023-08-22,0,
L04011,53,35475,47905,17.14,60,736,2023-01-09,0,
L04012,50,60185,28072,13.41,48,539,2022-12-01,0,
L04013,49,83690,17060,7.27,60,586,2023-02-17,0,
L04014,31,81776,22773,8.26,12,356,2022-12-27,0,
L04015,39,120631,33000,15.09,12,473,2023-10-16,0,
L04016,34,140454,46861,6.58,60,475,2022-11-23,0,
L04017,56,91227,6532,14.01,36,819,2023-01-05,0,
L04018,63,112217,8456,16.65,60,589,2024-02-11,0,
L04019,28,148533,10386,15.37,60,401,2023-07-21,0,
L04020,39,84260,14030,17.8,60,565,2024-04-24,0,
L04021,42,34628,27486,9.23,36,470,2023-07-18,1,2026-02-02
L04022,50,104961,15195,11.93,36,367,2023-03-10,0,
L04023,24,20125,22318,14.84,12,454,2023-08-10,0,
L04024,59,54850,15134,11.71,48,715,2024-02-25,1,2026-06-01
L04025,26,146681,43986,11.47,12,724,2024-04-14,0,
L04026,36,111240,39881,9.68,36,388,2024-03-19,0,
L04027,30,95909,8720,8.14,36,333,2022-08-03,1,2022-08-11
L04028,24,121803,22297,12.37,36,635,2023-06-23,0,
L04029,22,95043,28724,14.17,36,474,2022-07-23,0,
L04030,57,97613,7175,17.0,36,604,2023-09-30,0,
L04031,47,52390,38677,17.93,36,535,2022-11-02,0,
L04032,49,109622,43023,9.7,24,552,2023-04-28,0,
L04033,67,66478,17860,4.53,24,692,2022-12-23,0,
L04034,29,148371,14774,17.96,60,779,2022-05-30,0,
L04035,45,24115,22024,4.45,24,645,2022-11-18,0,
L04036,57,63375,49698,17.62,12,446,2022-08-14,0,
L04037,66,98671,45423,9.9,60,586,2024-02-14,0,
L04038,68,137537,49366,8.01,48,817,2022-10-20,0,
L04039,69,21887,14975,13.99,36,602,2023-11-06,0,
L04040,35,43926,34002,15.07,24,648,2022-11-28,0,
L04041,50,44833,20454,10.99,12,326,2024-02-01,1,2024-09-10
L04042,37,22634,30145,7.66,48,761,2024-01-03,0,
L04043,28,69824,15166,7.93,36,690,2023-11-16,0,
L04044,56,23894,6846,17.48,36,470,2022-11-28,0,
L04045,60,76628,33221,11.63,48,646,2023-02-08,0,
L04046,47,36791,7228,4.08,48,405,2022-08-31,0,
L04047,52,130295,15105,5.8,48,750,2023-12-29,1,2026-09-17
L04048,54,64294,13060,4.19,12,714,2023-11-03,0,
L04049,67,104300,7560,5.23,60,628,2022-07-14,0,
L04050,50,123101,26184,17.59,60,659,2024-04-20,0,
L04051,36,52208,42276,8.88,24,803,2023-10-20,0,
L04052,59,62580,10694,6.28,36,611,2023-11-17,0,
L04053,22,136809,46780,4.43,24,623,2023-01-22,0,
L04054,37,85876,47310,15.5,60,762,2023-01-26,1,2024-01-19
L04055,64,58180,28308,5.23,48,802,2022-12-14,0,
L04056,27,142740,32681,5.66,36,419,2024-03-21,0,
L04057,53,45247,36272,15.04,60,537,2022-12-24,0,
L04058,48,130146,7923,6.02,36,555,2023-01-24,0,
L04059,28,137483,45161,14.88,24,656,2022-07-16,0,
L04060,65,84255,9221,15.65,60,495,2024-03-02,0,
L04061,32,129429,24928,13.84,24,605,2023-04-12,0,
L04062,56,43855,37758,15.03,36,452,2022-11-30,0,
L04063,28,133879,3715,4.4,12,823,2023-08-07,1,2024-07-31
L04064,22,69803,36818,11.94,48,357,2022-10-02,0,
L04065,56,139744,13288,10.7,24,750,2023-04-05,0,
L04066,54,57589,38331,11.96,36,840,2023-07-28,0,
L04067,66,36972,44530,11.49,60,621,2022-12-19,0,
L04068,42,125860,3008,6.59,24,682,2024-01-21,1,2024-10-25
L04069,48,38001,9722,16.27,36,352,2023-10-12,0,
L04070,68,125433,5962,4.11,12,353,2023-08-30,0,
L04071,24,146441,8922,17.14,24,460,2024-04-24,0,
L04072,35,33598,4898,7.62,36,498,2023-08-24,0,
L04073,25,110585,24884,16.39,24,423,2022-12-04,1,2024-04-17
L04074,42,88577,19551,9.42,36,335,2022-06-02,0,
L04075,27,141971,47967,16.51,48,519,2023-04-21,0,
L04076,29,38565,3832,4.57,36,720,2022-07-20,0,
L04077,43,85824,43584,4.34,36,647,2023-07-09,0,
L04078,46,47535,35807,14.82,36,478,2022-07-08,0,
L04079,52,115395,41264,13.92,60,760,2024-02-17,0,
L04080,65,93608,16348,5.37,36,618,2022-07-20,0,
L04081,56,132286,46624,11.62,48,563,2022-10-01,0,
L04082,69,86911,17970,8.18,12,324,2022-09-05,0,
L04083,52,41491,40474,6.68,48,784,2023-01-03,0,
L04084,65,91515,10943,7.36,12,618,2024-04-15,1,2024-08-31
L04085,68,30112,47039,11.97,60,397,2022-10-08,0,
L04086,46,149390,35205,6.17,60,713,2023-03-14,0,
L04087,56,54826,25074,12.84,60,849,2023-03-19,0,
L04088,21,52401,14565,8.95,12,490,2023-08-14,0,
L04089,61,99297,45791,8.34,48,652,2024-01-14,1,2024-03-24
L04090,51,92353,10430,4.09,24,705,2023-09-14,1,2025-07-02
L04091,47,47664,9780,17.21,60,654,2023-12-08,1,2026-07-16
L04092,67,57043,24922,9.06,12,616,2024-03-24,0,
L04093,64,30004,41190,14.66,48,547,2023-10-12,0,
L04094,64,79423,16811,8.82,60,680,2023-06-19,1,2024-11-15
L04095,36,91842,6005,10.74,36,594,2024-03-26,0,
L04096,30,88275,39935,11.86,48,678,2022-11-27,0,
L04097,46,113804,4401,12.55,12,829,2023-03-25,0,
L04098,46,122922,19956,15.97,24,568,2023-04-16,1,2025-03-01
L04099,58,96213,19938,17.33,24,621,2022-07-19,0,
L04100,54,50246,31185,15.63,24,772,2024-02-13,0,
L04101,67,39843,20505,14.14,36,469,2023-08-21,0,
L04102,49,100196,11849,17.69,48,639,2023-07-15,1,2026-11-26
L04103,40,84685,3794,11.87,60,309,2023-09-23,0,
L04104,61,26795,32385,14.06,48,672,2024-04-11,0,
L04105,66,46328,40767,5.21,24,790,2023-02-22,0,
L04106,36,139443,39389,12.01,36,377,2022-05-27,0,
L04107,54,99687,7370,6.3,24,675,2023-08-22,0,
L04108,61,141804,18326,12.02,12,493,2024-04-09,0,
L04109,31,80874,42766,4.82,48,600,2022-05-26,0,
L04110,52,113679,7864,16.55,36,591,2023-06-22,0,
L04111,23,21207,20308,11.97,24,561,2023-03-09,0,
L04112,44,27591,48712,10.74,36,823,2023-02-21,0,
L04113,61,82099,40063,10.4,12,611,2023-03-19,0,
L04114,23,38782,47910,10.31,12,432,2022-08-25,0,
L04115,36,103956,39123,9.82,48,526,2022-09-20,0,
L04116,32,107156,11280,12.24,36,421,2023-08-26,0,
L04117,53,123002,11887,8.43,24,697,2023-12-03,0,
L04118,25,91713,44206,9.2,24,329,2023-05-26,1,2024-11-15
L04119,36,104147,37161,15.3,60,694,2023-07-31,1,2026-11-13
L04120,67,142062,10929,7.4,24,663,2023-03-18,0,
L04121,43,64183,11418,16.08,48,691,2022-06-06,0,
L04122,32,51708,38709,9.23,12,325,2023-11-03,0,
L04123,58,102680,11965,10.67,24,769,2023-07-18,0,
L04124,54,113330,26877,13.43,60,417,2023-03-26,0,
L04125,35,82309,44767,10.0,48,497,2023-03-14,0,
L04126,36,43091,22584,5.64,48,300,2023-03-11,0,
L04127,37,93839,14631,16.72,48,705,2023-11-25,0,
L04128,55,94398,38879,9.33,48,680,2023-04-11,0,
L04129,69,105877,12156,9.73,48,633,2024-03-22,1,2026-08-17
L04130,32,90938,4964,13.25,48,713,2023-02-01,0,
L04131,39,83829,6865,13.34,12,591,2023-11-08,0,
L04132,34,120463,15822,15.61,12,441,2022-09-19,0,
L04133,42,136251,37090,9.44,60,399,2023-11-27,0,
L04134,40,38043,33572,10.03,24,424,2023-08-08,0,
L04135,43,73409,13868,10.52,36,320,2023-08-06,1,2026-01-26
L04136,36,90114,41389,7.77,12,502,2024-02-05,0,
L04137,34,132471,28579,15.16,36,828,2022-10-10,0,
L04138,29,73077,31534,9.5,60,590,2023-09-02,0,
L04139,37,53435,36152,13.96,24,482,2023-02-27,0,
L04140,33,60494,46967,11.51,12,586,2023-11-14,0,
L04141,54,42614,13057,13.93,12,580,2024-03-11,1,2024-10-10
L04142,65,100067,42302,6.21,24,667,2023-02-01,0,
L04143,25,33823,27696,9.85,24,631,2024-01-18,0,
L04144,55,53469,39116,9.97,36,493,2023-11-12,0,
L04145,41,63406,25218,8.91,36,450,2024-01-17,1,2025-07-29
L04146,46,142945,48318,16.32,24,453,2022-09-01,0,
L04147,49,64696,6255,15.9,12,301,2022-09-22,0,
L04148,67,60522,42708,16.67,48,782,2022-06-22,0,
L04149,52,36029,3014,6.83,60,542,2022-10-16,0,
L04150,50,126576,26183,5.01,60,586,2024-03-23,0,
L04151,32,23864,13661,4.85,36,382,2023-03-17,0,
L04152,55,61284,17386,16.07,24,844,2023-06-22,0,
L04153,63,133949,42028,14.8,12,359,2023-12-31,0,
L04154,51,22904,47260,10.88,12,368,2023-08-07,1,2023-08-18
L04155,49,47633,22108,11.57,36,510,2022-07-23,0,
L04156,26,34853,44757,4.01,36,691,2022-07-10,0,
L04157,53,132692,17075,9.43,48,352,2023-01-20,1,2024-11-01
L04158,24,28652,35229,15.96,60,671,2022-12-30,0,
L04159,31,57924,41541,6.25,60,550,2022-11-06,1,2026-12-19
L04160,27,26775,26990,17.87,60,829,2023-04-19,0,
L04161,57,147067,12379,13.81,36,614,2022-06-27,0,
L04162,66,79053,33802,9.0,48,408,2023-04-01,0,
L04163,67,65820,22098,11.42,24,638,2022-10-08,0,
L04164,61,133802,43452,15.8,36,483,2023-03-06,0,
L04165,62,26387,27394,17.07,48,818,2022-12-07,0,
L04166,25,76636,5610,14.17,36,566,2023-06-13,1,2024-03-27
L04167,68,79529,34334,5.15,24,667,2023-12-01,0,
L04168,37,83118,22727,4.09,24,719,2023-07-17,0,
L04169,41,100202,38583,17.25,48,430,2023-02-05,0,
L04170,35,58488,39277,12.45,12,762,2022-12-22,0,
L04171,38,112894,11554,16.62,24,824,2023-03-15,1,2024-12-05
L04172,56,76081,6864,16.51,24,594,2024-04-05,0,
L04173,48,40386,49210,6.03,24,498,2022-08-31,0,
L04174,43,141417,5353,8.49,24,311,2023-04-28,0,
L04175,44,55925,25247,5.43,12,555,2022-10-10,1,2023-08-28
L04176,22,54723,13204,10.14,60,751,2022-11-18,1,2025-04-26
L04177,21,45176,38097,4.79,60,813,2022-08-23,0,
L04178,60,78486,4011,16.4,24,379,2022-12-02,0,
L04179,47,130084,27462,16.49,12,765,2023-10-14,1,2024-06-29
